membership:pair_set_id	pair
ALL	849016dc-fea2-4d92-9bee-24f41fa625e0_cc179992-3f0b-4c53-803c-b9b3e3caa2ea
ALL	806186aa-fe7d-448a-9f59-c7acbe044621_36966c36-0ef2-41d6-aa57-8e5241cf61e9
ALL	445d5e8c-db8d-44f4-b3d0-d1857cb2ef48_612fad74-686e-4d7b-85b6-a03664185b62
ALL	2104463b-9421-47f3-9974-a00080c6e937_f0fa6537-1d62-456f-912e-6e86f70c10d3
ALL	35aad6ca-2675-42b3-8847-e83f7f840c2b_53e0acef-5d67-472c-93e4-5c073d34e2b6
ALL	0cf35153-2c04-4bdd-91e0-d63cb98da5bf_548f83e6-51b6-45d4-bb4a-3313cf37b02a
ALL	11890703-2c2f-4663-aa57-cc9ff6504284_1047540c-aada-4210-a96d-8c11785f7729
ALL	8ca89bdb-5e75-4432-a825-bef048fb48c2_2aa51bf3-6a98-442c-a743-5abcafa3005c
ALL	41411fc2-420a-425f-94bd-01a52a0402e0_b9a75b12-9df0-4048-b0fe-48041361fa29
ALL	c1ea307f-cf39-4b09-8185-da56c37ce0d9_d89599b3-35c7-4c31-8d3a-694da890c165
ALL	b0435a6b-e0e3-4959-a757-271c8238b748_5f2e32eb-8bf7-4d2f-b9ae-e199acb227ab
ALL	08c83da9-c037-464b-a68a-9df6e89ed861_0c520ef9-9bb6-4f38-89c3-bae29db8ec16
ALL	49075fad-2d3b-4732-8d6f-7c61cbb76372_f4c97743-888e-4701-996d-23c84f15bc1b
